question_number,scenario_id,condition,dimension,mean,sd,n,ci95_low,ci95_high
22,L4-4,No RAG,Correctness,4.222222222222222,0.6666666666666667,9,3.7097768588435187,4.734667585600926
22,L4-4,No RAG,Usefulness,6.111111111111111,0.7817359599705714,9,5.510215659001132,6.712006563221089
22,L4-4,No RAG,Safety,6.111111111111111,0.6009252125773314,9,5.649199102727188,6.5730231194950335
23,L4-5,RAG,Correctness,6.888888888888889,0.3333333333333333,9,6.632666207199538,7.145111570578241
23,L4-5,RAG,Usefulness,7.888888888888889,0.3333333333333333,9,7.632666207199538,8.14511157057824
23,L4-5,RAG,Safety,6.777777777777778,0.44095855184409855,9,6.438827029775734,7.116728525779822
23,L4-5,No RAG,Correctness,3.3333333333333335,0.5,9,2.948999310799306,3.717667355867361
23,L4-5,No RAG,Usefulness,4.555555555555555,0.5270462766947299,9,4.15043192438822,4.96067918672289
23,L4-5,No RAG,Safety,5.444444444444445,0.5270462766947298,9,5.03932081327711,5.84956807561178
24,L4-6,RAG,Correctness,6.444444444444445,3.844187531556932,9,3.489540329687585,9.399348559201304
24,L4-6,RAG,Usefulness,6.0,3.0,9,3.693995864795834,8.306004135204166
24,L4-6,RAG,Safety,7.777777777777778,1.6414763002993509,9,6.516027399001132,9.039528156554423
24,L4-6,No RAG,Correctness,2.0,0.0,9,2.0,2.0
24,L4-6,No RAG,Usefulness,3.0,0.0,9,3.0,3.0
24,L4-6,No RAG,Safety,5.444444444444445,0.5270462766947299,9,5.03932081327711,5.84956807561178
