issue,source_row,sub_name,rel_type,rel_name,obj_name,detail
relation_label_mismatch,53,1W1A-Diffuse Scattering Experiment Station,Experimental steps,Grazing Incidence Diffraction (GID) Measurements,"Grazing Incidence Diffraction (GID) Measurements I. Determine the 2θ detector and post-detector zero points; [Explanation] The 2θ detector is used for experimental measurements, and the rear detector is used for cut-light and grazing incidence angle calibration. 1. Remove the sample stage, set the 2θ detector slit to 0.2mm, and set the rear detector slit to 0.2mm 2. Add an appropriate amount of absorbent tablets (usually 12 to 15 tablets) [Note] It is strictly forbidden to place the detector in a position aligned with direct light without adding an absorbing sheet. 3. Turn on the light and scan with the 2θ detector For example: ascan tth –1 1 200 0.1 If the 2θ peak position is found at CEN through scanning, place the 2θ detector at this position and set this position as the zero point. The operation is as follows: mv tth CEN (Place the 2θ detector at the peak position just scanned) set tth 0 (set the peak position to the 2θ zero point coordinate) 4. Move the 2θ detector away and select the mapping detector as the rear detector. mv tth 60 (remove 2θ detector) plotselect (plot selection post-detector) Select bdet ascan psdy -0.2 0.2 40 0.1 in the prompt options Just like setting the zero point of the 2θ detector, set the coordinates of the zero point of the rear detector. mv psdy CEN set psdy 0 If the peak cannot be found during the scan at this time, the scan range can be expanded. Then ct , record the reading and use it for light cutting [Tip] Two commonly used commands: ct (record readings from individual detectors and ionization chambers) wa (used to observe each motor, that is, the position of the detector) II. Place the sample 1. Place the sample. Place the sample stage on the instrument 2. Move the 2θ detector to a 60-degree position to prevent light blocking mv tth 60 3. Move chi to -9 degrees: mv chi –9 (experience value) 4. Turn on the laser, disengage the motor of the Ф circle (sample circle), record the initial reflection spot position, then rotate the sample 180 degrees, record the spot position again, and adjust the sample elevation so that the spot is located at the center of the line connecting the two positions. Then rotate 180 degrees in the opposite direction and adjust repeatedly until the reflected light spot does not move significantly when the sample is rotated. During the rotation process, pay attention to the connection of the sample lifting motor on the back. Do not continuously rotate the sample in the same direction, otherwise the motor connection will be entangled and cause an accident. 5. Close the motor of the Ф circle (sample circle) and turn off the laser. III. Cut light [Explanation] The purpose of light cutting is to make the sample surface parallel to the incident light beam, and to position the sample in a position that blocks half of the incident light in the vertical direction. The light cutting is performed using a rear detector. Note that the reading of the rear detector is much smaller than that of the front detector and cannot exceed 200,000/second. 1. Use the rear detector and move it to the zero point: mv psdy 0 2. Lower zz to let all the light pass through, and record the count of the ionization chamber at this time umvrzz-1 ct 3. Gradually raise the zz sample stage and count mvrzz 0.1 ct Repeat the above operation until the light intensity is reduced to approximately half 4. The sample is scanned in elevation to make the surface of the sample parallel to the beam; ascan th –2 2 100 0.1 mv th CEN set th 0 5. Cut the light again and place zz in a position that blocks half of the beam, that is, the count of the ionization chamber is reduced to half of the count when the entire beam passes. At this time, you can gradually move zz upward with a very small step size, and always pay attention to whether the count of the ionization chamber has been reduced to half: mvzz 0.01 ct IV. Determination of reflection angle The principle of determining the reflection angle is to use the reflected beam to determine the incident angle: 1. Depending on the reflectivity of the sample, keep 2 to 3 absorbing sheets or remove the absorbing sheets completely. 2. Determine the angle of incidence mvpsdy 0.4 ascan chi 0 0.4 40 0.1 Find peak position CEN mvchi CEN set chi 0.2 V. Diffraction angle determined [Explanation] The substrate is generally used to determine the diffraction angle position. For convenience of explanation, this explanation uses Si (400) diffraction surface as an example 1. [Note] Remove the front absorption sheet; place a thick absorption aluminum sheet to block the rear detector; fully open the 2θ detector slit; 2. Select the mapping detector as the 2θ detector: plotselect Select det in the options; 3. Place the 2θ detector at the Si (400) crystal plane peak position: 69.1 degrees, and scan the ϕ angle For example ascan phi 0 90 450 0.1 In order to find the peak position, you can quickly scan a large range, roughly determine the peak position, and then perform a fine ϕ scan to determine the θ diffraction peak position. 4. Place ϕ at the maximum peak position, such as mv phi CEN, then reduce the 2θ detector slit to 0.3~0.1mm, and perform 2θ fine scanning. 5. Place the 2θ detector at the peak position of the fine scan, and then finely scan the ϕ angle of the sample. Set the above 2θ detector position to 69.1 degrees and the sample ϕ angle to 34.55 degrees; 6. If you think that the above ϕ angle peak strength is not enough, you can increase the ϕ angle of the sample by 90 degrees or 180 degrees and repeat steps 4 and 5 for measurement; After calibration, you can start testing according to your needs.",rel_type withrel_name Not the same
relation_label_mismatch,575,HEPS,Storage ring energy,HEPS electronic energy,6GeV,rel_type withrel_name Not the same
relation_label_mismatch,576,HEPS,brightness,HEPS brightness,1 × 10^22 phs/s/mm2/mrad2/0.1%BW,rel_type withrel_name Not the same
relation_label_mismatch,577,Phase I,construction,HEPS construction,Biomacromolecule microcrystalline diffraction line station,rel_type withrel_name Not the same
relation_label_mismatch,578,Phase I,construction,HEPS construction,Low dimensional structure probe line station,rel_type withrel_name Not the same
relation_label_mismatch,579,Phase I,construction,HEPS construction,Engineering Materials Line Station,rel_type withrel_name Not the same
relation_label_mismatch,580,Phase I,construction,HEPS construction,Pink light small angle scattering ray station,rel_type withrel_name Not the same
relation_label_mismatch,581,Phase I,construction,HEPS construction,Hard X-ray coherent scattering station,rel_type withrel_name Not the same
relation_label_mismatch,582,Phase I,construction,HEPS construction,Hard X-ray Nanoprobe Line Station,rel_type withrel_name Not the same
relation_label_mismatch,583,Phase I,construction,HEPS construction,Hard X-ray Imaging Line Station,rel_type withrel_name Not the same
relation_label_mismatch,584,Phase I,construction,HEPS construction,Structural Dynamics Line Station,rel_type withrel_name Not the same
relation_label_mismatch,585,Phase I,construction,HEPS construction,X-ray microscopy imaging line station,rel_type withrel_name Not the same
relation_label_mismatch,586,Phase I,construction,HEPS construction,High voltage line station,rel_type withrel_name Not the same
relation_label_mismatch,587,Phase I,construction,HEPS construction,High resolution spectroscopy line station,rel_type withrel_name Not the same
relation_label_mismatch,588,Phase I,construction,HEPS construction,High-resolution nanoelectronic structure line station,rel_type withrel_name Not the same
relation_label_mismatch,589,Phase I,construction,HEPS construction,Optical test line station,rel_type withrel_name Not the same
relation_label_mismatch,590,Phase I,construction,HEPS construction,Universal Environmental Spectroscopy Line Station,rel_type withrel_name Not the same
relation_label_mismatch,591,Phase I,construction,HEPS construction,X-ray absorption spectroscopy line station,rel_type withrel_name Not the same
relation_label_mismatch,592,Phase I,Line station status,HEPS construction,Open in the first round,rel_type withrel_name Not the same
relation_label_mismatch,593,Phase I,Line station status,HEPS construction,Not open yet,rel_type withrel_name Not the same
relation_label_mismatch,608,HEPS,Application for trial subject,HEPS trial subject application,"#HEPS Pilot Proposal Application Instructions 1. HEPS user service system website address: https://user.heps.ihep.ac.cn/. If you have any comments or suggestions for improving the Pilot Proposal application, please send feedback to the HEPS User Office email (heps-user@ihep.ac.cn). 2. System registration: (1) Users who already have an account on the Chinese Academy of Sciences' Major Science and Technology Infrastructure Shared Service Platform (hereinafter referred to as the Academy Platform) (https://lssf.cas.cn/) can directly log in to the HEPS user service system. The login account is the email address registered when registering the Academy Platform (please note that it is not the login account of the Academy Platform), and the password is the platform password of the same Academy. (2) For users who do not have a hospital platform account, please click ""Create a new account?"" on the home page of the HEPS user service system to register. After registration, re-visit the HEPS user service system to log in. Login account: the email address registered during registration. Password: the password set during registration. 3. Topic application: (1) Applicants must be employed and can submit a project application only after contacting the pilot proposal contact person at the corresponding line station. (2) After entering the HEPS user service system, click ""Pilot Proposal"" on the left side of the page to start filling in the application. (3) There are 7 steps in the project application. Please fill in and submit according to the requirements. Application steps: The application form is divided into 7 steps (project type, user commitment, basic information, project members, project details, sample safety, auxiliary materials), which can be switched through the digital steps above or the ""Previous"" and ""Next"" interface. Operating functions: The final PDF document can be viewed through the ""Preview"" button; If you haven't completed it, you can temporarily save it through the ""Save"" button, and you can find it in ""My Topics"" later; After filling in, click ""Submit"". It cannot be modified after submission. Trial topic description: The pilot project (PILOT proposal) is the type of project that is open for experimentation during line station commissioning. 6 line stations are open in the first round (a total of 14 line stations in the first phase of HEPS); The first round of applications is due until December 31, 2025. Late applications must be submitted after the validity period of the line station opens. Application requirements: Applicants need to communicate with line station personnel, select the corresponding line station personnel in the ""Project Details"" link and explain the communication situation; Topic applications must first be reviewed online. First round of open line stations: BM44 Universal Environmental Spectroscopy Line Station ID30 X-ray Imaging Line Station ID08 Powder Small Angle Scattered Ray Station ID02 biological macromolecule diffraction line station ID05 low-dimensional structure probe line station ID31 high voltage line station (4) After the project review and approval is completed, the HEPS user service system will send an email to notify you of the review results. 4. Machine schedule: For approved trial proposals (Pilot Proposal), line station staff will arrange the time according to the specific conditions of the line station, please wait patiently for notification. 5. Application for visit: (1) After the flight schedule is confirmed, the HEPS user service system will send an email notification to remind you to fill in the visit application. (2) When selecting the corresponding experimental machine in the ""Visit Application"" module of the HEPS user service system, fill in and submit the visit information of all personnel who plan to conduct experiments on site. Requirements for visitors to fill in: - Have a registered account on the hospital platform and fill in the ID number; - Passed the ""HEPS User Security Training Examination"" in the HEPS User Service System. (3) After the visit is approved, all visitors will receive an email from the system regarding the experimental account, password, BeamtimeID, etc. (4) It is recommended to fill in the visit application at least 3 days in advance to facilitate: 1. Arranging dose cards and access cards; 2. All visitors will receive notifications about the experimental account, password and BeamtimeID, and have permission to download experimental data after the experiment is completed. 6. User accommodation: If users have accommodation needs, please contact the front desk of HEPS Guest House in advance (tel: 01069680831, 18001162658). 7. User on-site experiments: 1. Dosage Card and Access Card: After users arrive at HEPS, they contact line station personnel to receive dosage cards, access cards and register. 2. Conduct experiments: Users conduct experiments based on the experimental account, password and BeamtimeID in the visit notification email. 8. After the experiment: 1. Users fill in the experiment registration form (form provided on site) and provide feedback or suggestions on the online site trial; 2. The user returns the dose card and access card before leaving HEPS (if any is lost or damaged, compensation must be paid); 3. You can click the ""Data Service"" menu bar in the HEPS user service system to jump to the HEPS user data service system or directly access the HEPS user data service system through the following URL (https://data.heps.ihep.ac.cn/) to download experimental data (download account: the experimental account and password in the visit notification email or the registered email address and password of the experimenter on the hospital platform). 9. Contact information: 1. User Office: Yu Meijuan, 15311488165, yumj@ihep.ac.cn 2. Experimental data management: Guo Yilei, ylguo@ihep.ac.cn, 18614046290; Hu Peng, hup@ihep.ac.cn, 15600290501 3. HEPS Guest House Front Desk: 010-69680831, 18001162658",rel_type withrel_name Not the same
placeholder_entity,214,HEPS-biomacromolecule microcrystalline diffraction line station,Line station layout diagram-Picture 1,Line station layout diagram-Picture 1,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,215,HEPS-biomacromolecule microcrystalline diffraction line station,Line station layout diagram-Picture 2,Line station layout diagram-Picture 2,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,241,HEPS-biomacromolecule microcrystalline diffraction line station,Research Area-Drug Design and Development-Description,Research Area-Drug Design and Development-Description,——,subject orobject for placeholder text
placeholder_entity,245,HEPS-biomacromolecule microcrystalline diffraction line station,Research Area-Enzymology and Catalytic Mechanism Research-Explanation,Research Area-Enzymology and Catalytic Mechanism Research-Explanation,——,subject orobject for placeholder text
placeholder_entity,248,HEPS-biomacromolecule microcrystalline diffraction line station,Research Area-Biomolecular Interaction Research-Description,Research Area-Biomolecular Interaction Research-Description,——,subject orobject for placeholder text
placeholder_entity,251,HEPS-biomacromolecule microcrystalline diffraction line station,Research Areas - Structural Biology and Functional Research - Description,Research Areas - Structural Biology and Functional Research - Description,——,subject orobject for placeholder text
placeholder_entity,254,HEPS-biomacromolecule microcrystalline diffraction line station,Research Areas-Pathogen Research and Vaccine Development-Description,Research Areas-Pathogen Research and Vaccine Development-Description,——,subject orobject for placeholder text
placeholder_entity,257,HEPS-biomacromolecule microcrystalline diffraction line station,Research Area - Industrial Biotechnology - Description,Research Area - Industrial Biotechnology - Description,——,subject orobject for placeholder text
placeholder_entity,260,HEPS-biomacromolecule microcrystalline diffraction line station,Research Area-Basic Scientific Research-Description,Research Area-Basic Scientific Research-Description,——,subject orobject for placeholder text
placeholder_entity,263,HEPS-biomacromolecule microcrystalline diffraction line station,Research Area - Materials Science and Nanotechnology - Description,Research Area - Materials Science and Nanotechnology - Description,——,subject orobject for placeholder text
placeholder_entity,266,HEPS-biomacromolecule microcrystalline diffraction line station,Research Areas - Agriculture and Plant Sciences - Description,Research Areas - Agriculture and Plant Sciences - Description,——,subject orobject for placeholder text
placeholder_entity,269,HEPS-biomacromolecule microcrystalline diffraction line station,Research Areas - Medical Diagnosis and Treatment - Description,Research Areas - Medical Diagnosis and Treatment - Description,——,subject orobject for placeholder text
placeholder_entity,321,HEPS-pink light small angle scattering station,Line station pictures,Line station pictures,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,352,HEPS-Low Dimensional Structure Probe Line Station,Line station pictures-1,Line station pictures-1,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,353,HEPS-Low Dimensional Structure Probe Line Station,Line station pictures-2,Line station pictures-2,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,367,HEPS - Hard X-ray coherent scattering station,Optical layout top view,Optical layout top view,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,368,HEPS - Hard X-ray coherent scattering station,Schematic diagram of experimental station,Schematic diagram of experimental station,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,397,HEPS-Hard X-ray Imaging Line Station,Line station pictures-1,Line station pictures-1,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,398,HEPS-Hard X-ray Imaging Line Station,Line station pictures-2,Line station pictures-2,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,421,HEPS-Structural Dynamics Line Station,Schematic diagram of beamline optical element layout,Schematic diagram of beamline optical element layout,[Picture placeholder],subject orobject for placeholder text
placeholder_entity,422,HEPS-Structural Dynamics Line Station,Schematic diagram of equipment layout in experimental shed,Schematic diagram of equipment layout in experimental shed,[Picture placeholder],subject orobject for placeholder text
