issue,source_row,sub_name,rel_type,rel_name,obj_name,detail
relation_label_mismatch,18,1W1B-XAFS实验站,实验步骤,透射XAFS实验操作步骤,1) 光路准直及检测 •束线调整 束线的主要光学器件为狭缝及双晶单色器，它们的空间位置对光束质量有至关重要 的影响，请用户不要擅自调整束线部件。 •设定激光准直光束 实验棚屋中有一激光光束，它与Ｘ光束光迹重合，用来做为准直电离室及样品的基 准。用Ｘ光敏感纸在两点对Ｘ光曝光，通过两点光斑的空间位置而确定激光束的方向。 当样品＜5mm时，或特殊样品池是，可以请值班人员校激光准直光束，避免光斑位置与样 品位置，偏差过大，未经允许不得改动激光束指向。 2) 调整单色光失谐度 •为什么要调整失谐度 实验所用单色(单能)X 光束中含有高次谐波分量，高次分量产生背景噪音，降低了 获取数据的质量。微调单色器中双晶的失谐度（平行度）则可有效抑制光束中高次谐波 分量。但过度失谐基波强度损失过大，这是我们所不希望的。针对不同的实验，设置适 当的失谐度，对于提高取谱质量是重要的。 3) 选择电离室工作气体配比 •为什么需要改变气体配比 本透射 XAFS 实验系统中用两个流气式电离室分别探测样品前后的 X 光强度，电离 室对X 射线吸收的大小与工作气体种类及X 射线能量有关。由理论分析可知前电离室吸 收为20%， 后电离室吸收为80%以上时，实验获取的数据信噪比最高。同时前后电离室工 作气体一致性 越高越有利于消除由光源的波动及单色器所产生的 Glitch 对采谱数据的 影响。当实验中改变单色器的能量范围时，则需改变工作气体的配比或换用不同长度的 电离室以保持前后电离室的吸收率及气体种类的一致。 •操作 本站备有 5cm，17cm，31cm 三种长度的电离室及纯氮、纯氩，氮、氩比例为 75:25， 50:50 及 25:75 五种不同配比的工作气体。图 4 给出了在20%吸收情况下，不同长度的 电离室不同气体的配比所适用的扫描能量范围。前电离室及其工作气体的选择可参考此 图。图 5 给出了 31cm 长电离室在 5 种不同气体配比条件下，其吸收比例与入射光能量 的关系曲线，后电离室气体选择可参考此图。 4) 样品制备，安装及厚度调整 •调整样品厚度 由理论计算可知，当 .t 为一定值时，可得到最佳信噪比。常用样品厚度 t 取法是按后.t- 前.t=1～1.5，其中后为吸收限后的值，前为吸收限前的值。从谱上看后.t-前.t 即是吸收 限跳边的高度。实际情况更为复杂，由于样品中各种元素组份多种多样，有些样品无法 达到上述要求，而且其差值也不是随着 t 的增加单调变化。样品过厚过薄都使跳限高度 减小，只有通过实验才能找到最佳值。厚度测试请参阅 XAFS 数据采集软件的第四部分。 通过测试可得到一个吸收边附近的谱，根据其跳边高度值调整样品厚度，重复上述步骤 直到跳边高度达到或最接近 0.6～1.6。 •样品制备 对于透射 XAFS 实验，推荐使用粉末样品，粉末细度要达到 400#。取宽度为 1-2cm 的 胶带（推荐使用 3Ｍ牌胶带）约 20cm，将粉末均匀撒在胶面上并涂匀，折叠胶带则可方 便地调整厚度。本站备有压片机，粉末样品亦可压片制样。 甩带或烧结等不能制成粉末的片状样品，其厚度应控制在 100 m 以下，面积应大于 5×10mm 且不得有孔隙。要准备 2～3 片以备厚度调整之用。 对于液体状态样品，建议使用样品盒。 5) 数据采集电子学系统的设定 •用户关注要点 在数采电子学系统中需要用户关注的是置于实验棚屋实验台下层的两台前置放大器 （KEITHLEY 428）放大倍数的设定及本底电流调整。在数采系统中，前后电离室的输出弱电流 信号经前置放大器放大并转换成电压信号送入 V/F 变换器变换为频率成正比的脉冲信号，最 后由定标器计数并馈入计算机 V/F 变换器输入信号范围是 0-10V。在控制机柜中有一个信号电 压监测单元，实时显示前置放大器输出的信号电压值，当电压超范围时还有音讯报警。如果 放大倍数设置不合适，当实验改变能区范围或由于采谱过程中信号电压变化，则可能出现超 范围而导致采谱失败。另一方面，在弱信号区域系统非线性增大，噪音影响也变大，所以放 大器输出信号也不宜在 0.01V 水平以下。基于以上原因，在正式采谱前，适当设置前置放大 器放大倍数是十分关键的步骤。 •设定前置放大器 在运行 XAFS 数据采集软件包中的厚度测试以调整 样品厚度的同时，应注意控制柜中 信号电压监测单元的显示，在整个厚度测试扫描过程中，两路信号的最大值应该在0.8－9V 之 间，小于此值应将前置放大器放大倍数提高，反之减小。 6) 采谱 采谱软件的操作请参阅北京同步辐射 XAFS 实验站采谱程序说明（附录1）关于实验参数 设置部分在此做几点补充。 •吸收边的选择原则 本实验站提供的光子能量扫描范围是 4.8～22.8keV（其中由于低能X射线在空气中吸 收较重，Ti/Cs 的低浓度样品，建议前往中能站4B7A进行）。一般 XAFS 实验取谱范围在 1keV 左右，在选择测试元素吸收边时，首先考虑 K 边。如果取谱范围超出了4.8～22.8keV， 或取谱范围与样品中其它元素吸收边重叠，则要考虑 L 边。在 L 诸边中要选择至少边后几 百个 eV 范围内没有重叠，按此原则一般取 LIII边。 •设置采样时间 采样时间越长，采谱的统计误差越小，但整个采谱时间加长。光强和采样时间是影 响数据统计误差的两个因素。就本束线光强情况，在透射模式一般可选 1～2 秒采样时间。,rel_type 与 rel_name 不相同
relation_label_mismatch,26,1W1B-XAFS实验站,设备参数,1W1B-XAFS 束线、实验站主要参数及设备,可供实验的能量范围: 4.8 — 22.8 keV 能量分辨率: <1-3 × 10-4 @ 9 keV 样品处光通量: >1×1011photons/s @ 10 keV; Isr = 250 mA@2.5GeV 样品处光斑尺寸（FWHM）: 1(H) ×0.5(V) mm2 流气型电离室（探测器）：气体：纯氮、纯氩、氮氩混合气 电离室长度： 31cm/17cm/5cm 工作电压： 2200V/2200V/1000V 荧光电离室（探测器）： Lyttle 荧光电离室探测器 19 元高纯锗半导体阵列探测器 低温样品室 温度控制范围： 10 － 300 K,rel_type 与 rel_name 不相同
relation_label_mismatch,45,1W1A-漫散射实验站,样品制备,GIWAXS批量测试样品制备/准备,1 样品的尺寸、材质 基片尺寸：建议 10-20mm 见方，厚度不超过 2mm。 基片材质：硅片、石英片、玻璃片均可，要求表面光滑、平整、坚硬。 2 样品的编号 提前将所有样品按顺序从数字 1 开始依次编号，编号写在有机玻璃板的空白处。 3 样品的粘贴 在样品基片背面的中心位置贴上大概5-10mm见方的双面胶，粘贴在寄送过去的有机玻璃板上。 注意：请按照下图所示，将样品粘贴在有机玻璃板正确的一面（请注意三个磁铁的排列方向，目前的粘贴面跟之前的旧版本是相反的）。请将三个磁铁尽量放置在样品片的中心位置，X射线会沿如图箭头所示方向入射。注意：样品跟有机玻璃板之间一定要粘贴的牢靠、紧密！ 样品托的背面一定不要有双面胶，否则可能会吸附在机械手的夹爪上。如果样品的尺寸较小，要注意样品的粘贴位置，务必要覆盖住三个磁铁，如果样品的大小不足以覆盖住三个磁铁，会导致上样失败。; 4 粘贴样品所用有机玻璃板的制作 去掉有机玻璃板两面的保护膜。用透明胶带粘贴住有机玻璃板的某一面，将这一面放在已粘好磁铁的其他有机玻璃板上（会邮寄一个带磁铁的标准板）。 放上三个磁铁，使其能与下方已有的磁铁吸住（若不能吸住则放反）。 用胶带包裹磁铁紧紧缠绕两圈（一圈不够，需保证粘贴紧密）。; 5 批量样品的存放或邮寄 可使用铁盒子（如铅笔盒），将粘有样品的有机玻璃板吸在盒内即可。 注意：无需在有机玻璃板与铁盒子之间贴双面胶固定（有机玻璃板上的磁铁已能牢固吸附），否则会影响取放，残余双面胶可能粘住机械手夹爪。 若需快递，可增加软保护层，且铁盒子高度尽量矮一些。; 1W1A-漫散射实验站-1W1A 漫散射站 GIWAXS,rel_type 与 rel_name 不相同
relation_label_mismatch,46,1W1A-漫散射实验站,样品制备,GIWAXS批量测试样品制备/准备参考连接,https://mp.weixin.qq.com/s/vujYkQMcIzOcaIMYjZ5Bqg,rel_type 与 rel_name 不相同
relation_label_mismatch,48,1W1A-漫散射实验站,设备,X 射线漫散射实验站主要设备,五圆衍射仪,rel_type 与 rel_name 不相同
relation_label_mismatch,49,1W1A-漫散射实验站,设备,X 射线漫散射实验站主要设备,探测器系统,rel_type 与 rel_name 不相同
relation_label_mismatch,52,1W1A-漫散射实验站,实验步骤,普通 XRD 实验测量,按照与反射测量相似的顺序将样品切入光路后，接下来是寻找衍射峰，可按如下操作进行（以单晶 Si 片（004）样品为例）： 调节目的：θ-2θ置于 Si（004）的衍射峰位 调节方法： 1：将 2θ角度运行至 69.1 度，将 2θ探测器狭缝打开尽量大，并加上吸收片防止探测器饱和； 2：做θ扫描，在θ为 A 附近可以观察到一个明显的衍射峰，然后在峰位 A 附近精细扫描θ，确定峰值 A*，将θ置于峰位 A*处； 3：在一定的角度范围内扫描 χ 角，找到衍射的最强位置 χ0，并将样品放置在这一位置。 4：将 2θ探测器狭缝设置为合适大小，一般为 0.2～0.5mm，探测器前加适当吸收片，在 69 度附近做 2θ精细扫描，确定峰值 B*将探测器运行至峰位 B*处，设置2θ为 69.1 度，调节完毕。 【注意】在 2θ探测器狭缝打开时一定要加吸收片 上述调节完成后，入射 X 射线、Si（004）晶面及探测器的位置满足 Bragg衍射条件，调节完毕，用户根据自己的实验目的进行实验。,rel_type 与 rel_name 不相同
relation_label_mismatch,53,1W1A-漫散射实验站,实验步骤,掠入射衍射（GID）测量,"掠入射衍射（GID）测量 I、确定 2θ探测器以及后探测器零点； 【说明】2θ探测器用于实验测量，后探测器用于切光和掠入射角标定。 1、 取掉样品台，将 2θ探测器狭缝设置为 0.2mm，后探测器狭缝设置为 0.2mm 2、 加适量吸收片（一般为 12～15 片） 【注意】未加吸收片之前严禁将探测器置于对准直通光位置 3、 通光，进行 2θ探测器扫描 例如：ascan tth –1 1 200 0.1 扫描得到 2θ 峰位在 CEN 处，则将 2θ探测器放置于此位置，并设定此位置为零点，操作如下： mv tth CEN （将 2θ探测器放置刚才扫描的峰位处） set tth 0 （将峰位设置为 2θ零点座标） 4、将 2θ探测器移开，同时作图探测器选择为后探测器 mv tth 60 （移开 2θ探测器） plotselect （作图选择后探测器） 在提示选项中选择 bdet ascan psdy -0.2 0.2 40 0.1 同设置 2θ探测器零点一样，设置后探测器零点坐标 mv psdy CEN set psdy 0 如果此时扫描找不到峰位，可扩大扫描范围 然后 ct ，记录读数，为切光使用 【提示】常用的两个命令： ct （记录各个探测器和电离室的读数） wa （用以观察各个电机，也即探测器的位置） II、放置试样 1、 放置样品。将样品台放置仪器上 2、 移动 2θ探测器 60 度位置处，防止挡光 mv tth 60 3、 移动 chi 为-9 度位置处： mv chi –9 （经验值） 4、 开激光，脱开 Ф 圆（样品圆）的电机，记录初始反射光斑位置，然后将试样自转 180 度，再次记录光斑位置，调整试样仰俯使光斑位于两次位置连线中心处。再反方向转动 180 度，反复调节，直至转动试样，反射光斑没有明显移动即可。在转动的过程中注意背面样品升降电机的连线，不能连续向同一个方向转动试样，否则会引起电机连线的缠绕，造成事故。 5、 合上 Ф 圆（样品圆）的电机，关闭激光器。 III、切光 【说明】切光的目的是将试样表面与入射光束平行，并且在竖直方向上让样品位于阻挡入射光一半位置处，切光采用后探测器进行。注意后探测器的读数要远小于前探测器，不能超过 20 万/秒。 1、采用后探测器， 将其移至零点：mv psdy 0 2、降低 zz 让全部光通过，并记录此时电离室的计数 umvr zz –1 ct 3、 逐步升高 zz 样品台并计数 mvr zz 0.1 ct 重复上面操作，直至光强度减为大约一半 4、 试样进行仰俯扫描，目的是使试样表面与光束平行； ascan th –2 2 100 0.1 mv th CEN set th 0 5、 再次切光，将 zz 放置在挡住光束一半的位置，即电离室的计数降为全部光束通过时计数的一半。此时可用很小的步长逐步向上移动 zz，并时刻注意电离室的计数是否已减为一半： mv zz 0.01 ct IV、 反射角确定 反射角确定原理为利用反射光束来确定入射角： 1、根据试样反射率不同，保留 2～3 片吸收片或者完全去掉吸收片 2、确定入射角 mv psdy 0.4 ascan chi 0 0.4 40 0.1 找到峰位 CEN mv chi CEN set chi 0.2 V、 衍射角确定 【说明】一般利用基底来确定衍射角位置，为方便说明，本说明采用 Si （400）衍射面为例 1、【注意】去掉前吸收片；放置厚吸收铝片遮挡后探测器；将 2θ探测器狭缝完全打开； 2、将作图探测器选择为 2θ探测器： plotselect 在选项中选择 det； 3、将 2θ探测器放置 Si（400）晶面峰位：69.1 度，扫描ϕ角 例如 ascan phi 0 90 450 0.1 为寻找峰位时可以大范围快速扫描，大致确定峰位后再进行精细ϕ扫描，确定θ衍射峰位 4、将 ϕ 放置最大峰位处，例如 mv phi CEN，然后将 2θ探测器狭缝缩小为 0.3~0.1mm,进行 2θ精细扫描， 5、将 2θ探测器放置精细扫描的峰位处，然后再精细扫描试样 ϕ 角，将上述 2θ探测器位置设为 69.1 度，试样ϕ 角设置为 34.55 度； 6、如果认为上述ϕ 角峰强不足，可以将试样ϕ 角增加 90 度或者 180 度，重复进行第 4、5 步测量； 标定后根据需求开始进行试验即可。",rel_type 与 rel_name 不相同
relation_label_mismatch,575,HEPS,储存环能量,HEPS电子能量,6GeV,rel_type 与 rel_name 不相同
relation_label_mismatch,576,HEPS,亮度,HEPS亮度,1 × 10^22 phs/s/mm2/mrad2/0.1%BW,rel_type 与 rel_name 不相同
relation_label_mismatch,577,一期,建设,HEPS建设,生物大分子微晶衍射线站,rel_type 与 rel_name 不相同
relation_label_mismatch,578,一期,建设,HEPS建设,低维结构探针线站,rel_type 与 rel_name 不相同
relation_label_mismatch,579,一期,建设,HEPS建设,工程材料线站,rel_type 与 rel_name 不相同
relation_label_mismatch,580,一期,建设,HEPS建设,粉光小角散射线站,rel_type 与 rel_name 不相同
relation_label_mismatch,581,一期,建设,HEPS建设,硬X射线相干散射线站,rel_type 与 rel_name 不相同
relation_label_mismatch,582,一期,建设,HEPS建设,硬X射线纳米探针线站,rel_type 与 rel_name 不相同
relation_label_mismatch,583,一期,建设,HEPS建设,硬X射线成像线站,rel_type 与 rel_name 不相同
relation_label_mismatch,584,一期,建设,HEPS建设,结构动力学线站,rel_type 与 rel_name 不相同
relation_label_mismatch,585,一期,建设,HEPS建设,X射线显微成像线站,rel_type 与 rel_name 不相同
relation_label_mismatch,586,一期,建设,HEPS建设,高压线站,rel_type 与 rel_name 不相同
relation_label_mismatch,587,一期,建设,HEPS建设,高分辨谱学线站,rel_type 与 rel_name 不相同
relation_label_mismatch,588,一期,建设,HEPS建设,高分辨纳米电子结构线站,rel_type 与 rel_name 不相同
relation_label_mismatch,589,一期,建设,HEPS建设,光学测试线站,rel_type 与 rel_name 不相同
relation_label_mismatch,590,一期,建设,HEPS建设,通用环境谱学线站,rel_type 与 rel_name 不相同
relation_label_mismatch,591,一期,建设,HEPS建设,X射线吸收谱学线站,rel_type 与 rel_name 不相同
relation_label_mismatch,592,一期,线站状态,HEPS建设,首轮开放,rel_type 与 rel_name 不相同
relation_label_mismatch,593,一期,线站状态,HEPS建设,暂未开放,rel_type 与 rel_name 不相同
relation_label_mismatch,608,HEPS,试用课题申请,HEPS试用课题申请,# HEPS 试用课题（Pilot Proposal）申请说明 一、HEPS 用户服务系统网址：https://user.heps.ihep.ac.cn/。 如对试用课题（Pilot Proposal）申请有改进意见或建议，请反馈至 HEPS 用户办邮箱（heps-user@ihep.ac.cn）。 二、系统注册： （1）已有中国科学院重大科技基础设施共享服务平台（以下简称院平台）（https://lssf.cas.cn/）账号的用户，可以直接登录 HEPS 用户服务系统，登录账号：院平台注册时登记的邮箱（请注意，不是院平台的登录账号），密码：同院平台密码。 （2）没有院平台账号的用户，请点击 HEPS 用户服务系统首页面上的“新建账号？”进行注册。注册后，重新访问 HEPS 用户服务系统进行登录，登录账号：注册时登记的邮箱，密码：注册时设定的密码。 三、课题申请： （1）申请人须为在职人员，在与对应线站试用课题（Pilot Proposal）联系人联系后，方可提交课题申请。 （2）进入 HEPS 用户服务系统后，点击页面左侧的“试用课题（Pilot Proposal）”，开始填写申请。 （3）课题申请共 7 个步骤，请根据要求进行填写、提交。申请步骤：申请书分为 7 个步骤（课题类型、用户承诺、基本信息、课题成员、课题详情、样品安全、辅助材料），可通过上方数字步骤或界面 “上一步”“下一步” 切换。 操作功能： 可通过 “预览” 按钮查看最终 PDF 文档； 未填写完成可通过 “保存” 按钮暂存，后续可在 “我的课题” 中找到； 填写完成后点击 “提交”，提交后不可修改。 试用课题说明： 试用课题（PILOT proposal）是线站调试期间开放实验的课题类型，首轮开放 6 个线站（HEPS 一期共 14 条线站）； 首轮申请截止至 2025 年 12 月 31 日，逾期申请需等线站有效期开放后提交。 申请要求： 申请人需与线站人员沟通，在 “课题详情” 环节选择对应线站人员并说明沟通情况； 课题申请需先通过线站审核。 首轮开放线站： BM44 通用环境谱学线站 ID30 X 射线成像线站 ID08 粉末小角散射线站 ID02 生物大分子衍射线站 ID05 低维结构探针线站 ID31 高压线站 （4）课题审批结束后，HEPS 用户服务系统将发送邮件通知评审结果。 四、机时安排： 对于通过审批的试用课题（Pilot Proposal），线站人员会根据线站具体情况安排机时，请耐心等待通知。 五、到访申请： （1）机时安排确定后，HEPS 用户服务系统将发送邮件通知，提醒填写到访申请。 （2）在 HEPS 用户服务系统“到访申请”模块中选择对应的实验机时，填写并提交所有计划到现场开展实验人员的到访信息。到访人员填报要求： - 在院平台上有注册账号且填报了身份证号； - 在 HEPS 用户服务系统中通过了《HEPS 用户安全培训考试》。 （3）到访审批通过后，所有到访人员将收到系统发送的关于实验账号、密码、BeamtimeID 等内容的邮件。 （4）建议至少提前 3 天填写到访申请，便于：1. 安排剂量卡和门禁卡；2. 所有到访人员将收到关于实验账号、密码和 BeamtimeID 的通知，并在实验结束后有权限下载实验数据。 六、用户住宿： 用户如有住宿需求，请提前与 HEPS 招待所前台联系（电话：01069680831，18001162658）。 七、用户现场实验： 1. 剂量卡和门禁卡： 用户到达 HEPS 后，与线站人员联系，领取剂量卡、门禁卡并登记。 2. 开展实验： 用户根据到访通知邮件中的实验账号、密码和 BeamtimeID 开展实验。 八、实验结束后： 1. 用户填写实验登记表（现场提供表格），并反馈线站试用意见或建议； 2. 用户在离开 HEPS 前归还剂量卡和门禁卡（如有丢失或损坏，须赔偿）； 3. 可以点击 HEPS 用户服务系统中的“数据服务”菜单栏跳转至 HEPS 用户数据服务系统或直接通过以下网址（https://data.heps.ihep.ac.cn/）访问 HEPS 用户数据服务系统，进行实验数据下载（下载账号：到访通知邮件中的实验账号和密码或实验人员在院平台的注册邮箱和密码）。 九、联系方式： 1. 用户办：于梅娟，15311488165，yumj@ihep.ac.cn 2. 实验数据管理：郭怡蕾，ylguo@ihep.ac.cn，18614046290；胡鹏，hup@ihep.ac.cn，15600290501 3. HEPS 招待所前台：010-69680831，18001162658,rel_type 与 rel_name 不相同
placeholder_entity,214,HEPS-生物大分子微晶衍射线站,线站布局图-图片1,线站布局图-图片1,[图片占位],subject 或 object 为占位文本
placeholder_entity,215,HEPS-生物大分子微晶衍射线站,线站布局图-图片2,线站布局图-图片2,[图片占位],subject 或 object 为占位文本
placeholder_entity,241,HEPS-生物大分子微晶衍射线站,研究领域-药物设计与开发-说明,研究领域-药物设计与开发-说明,——,subject 或 object 为占位文本
placeholder_entity,245,HEPS-生物大分子微晶衍射线站,研究领域-酶学与催化机制研究-说明,研究领域-酶学与催化机制研究-说明,——,subject 或 object 为占位文本
placeholder_entity,248,HEPS-生物大分子微晶衍射线站,研究领域-生物分子相互作用研究-说明,研究领域-生物分子相互作用研究-说明,——,subject 或 object 为占位文本
placeholder_entity,251,HEPS-生物大分子微晶衍射线站,研究领域-结构生物学与功能研究-说明,研究领域-结构生物学与功能研究-说明,——,subject 或 object 为占位文本
placeholder_entity,254,HEPS-生物大分子微晶衍射线站,研究领域-病原体研究与疫苗开发-说明,研究领域-病原体研究与疫苗开发-说明,——,subject 或 object 为占位文本
placeholder_entity,257,HEPS-生物大分子微晶衍射线站,研究领域-工业生物技术-说明,研究领域-工业生物技术-说明,——,subject 或 object 为占位文本
placeholder_entity,260,HEPS-生物大分子微晶衍射线站,研究领域-基础科学研究-说明,研究领域-基础科学研究-说明,——,subject 或 object 为占位文本
placeholder_entity,263,HEPS-生物大分子微晶衍射线站,研究领域-材料科学与纳米技术-说明,研究领域-材料科学与纳米技术-说明,——,subject 或 object 为占位文本
placeholder_entity,266,HEPS-生物大分子微晶衍射线站,研究领域-农业与植物科学-说明,研究领域-农业与植物科学-说明,——,subject 或 object 为占位文本
placeholder_entity,269,HEPS-生物大分子微晶衍射线站,研究领域-医学诊断与治疗-说明,研究领域-医学诊断与治疗-说明,——,subject 或 object 为占位文本
placeholder_entity,321,HEPS-粉光小角散射线站,线站图片,线站图片,[图片占位],subject 或 object 为占位文本
placeholder_entity,352,HEPS-低维结构探针线站,线站图片-1,线站图片-1,[图片占位],subject 或 object 为占位文本
placeholder_entity,353,HEPS-低维结构探针线站,线站图片-2,线站图片-2,[图片占位],subject 或 object 为占位文本
placeholder_entity,367,HEPS-硬X射线相干散射线站,光学布局俯视图,光学布局俯视图,[图片占位],subject 或 object 为占位文本
placeholder_entity,368,HEPS-硬X射线相干散射线站,实验站示意图,实验站示意图,[图片占位],subject 或 object 为占位文本
placeholder_entity,397,HEPS-硬X射线成像线站,线站图片-1,线站图片-1,[图片占位],subject 或 object 为占位文本
placeholder_entity,398,HEPS-硬X射线成像线站,线站图片-2,线站图片-2,[图片占位],subject 或 object 为占位文本
placeholder_entity,421,HEPS-结构动力学线站,束线光学元件布局示意图,束线光学元件布局示意图,[图片占位],subject 或 object 为占位文本
placeholder_entity,422,HEPS-结构动力学线站,实验棚屋内设备布局示意图,实验棚屋内设备布局示意图,[图片占位],subject 或 object 为占位文本
placeholder_entity,431,HEPS-X射线显微成像线站,线站综述-线站布局图,线站综述-线站布局图,[图片占位],subject 或 object 为占位文本
placeholder_entity,497,HEPS-高分辨谱学线站,线站图片,线站图片,[图片占位],subject 或 object 为占位文本
entity_type_conflict,,1W1A-漫散射实验站,,,,束线;线站
entity_type_conflict,,1W1B-XAFS实验站,,,,束线;线站
entity_type_conflict,,1W2B-综合实验站,,,,束线;线站
entity_type_conflict,,4B7A-中能实验站,,,,束线;线站
entity_type_conflict,,4W1B-X射线荧光微分析实验站,,,,束线;线站
entity_type_conflict,,X射线光学计量标准测定,,,,实验技术;研究内容
entity_type_conflict,,X射线吸收谱学线站,,,,HEPS首期;束线;线站
entity_type_conflict,,X射线探测器标准传递和标定,,,,实验技术;研究内容
entity_type_conflict,,X射线显微成像线站,,,,HEPS首期;束线;线站
entity_type_conflict,,X射线纳米分辨三维成像,,,,实验技术;研究内容
entity_type_conflict,,[图片占位],,,,线站介绍;线站布局图
entity_type_conflict,,低维结构探针线站,,,,HEPS首期;束线
entity_type_conflict,,光学元件的反射率标定,,,,实验技术;研究内容
entity_type_conflict,,光学元件的透射比,,,,实验技术;研究内容
entity_type_conflict,,光学测试线站,,,,HEPS首期;束线
entity_type_conflict,,反射率标定,,,,实验技术;研究内容
entity_type_conflict,,工程材料线站,,,,HEPS首期;束线;线站
entity_type_conflict,,深度X射线光刻,,,,实验技术;研究内容
entity_type_conflict,,王焕华（wanghh@ihep.ac.cn）,,,,联系人;负责人
entity_type_conflict,,生物大分子微晶衍射线站,,,,HEPS首期;束线
entity_type_conflict,,相位衬度成像方法,,,,实验技术;研究内容
entity_type_conflict,,硬X射线成像线站,,,,HEPS首期;束线;线站
entity_type_conflict,,硬X射线相干散射线站,,,,HEPS首期;束线
entity_type_conflict,,硬X射线纳米探针线站,,,,HEPS首期;束线;线站
entity_type_conflict,,粉光小角散射线站,,,,HEPS首期;束线;线站
entity_type_conflict,,纳米光刻,,,,实验技术;研究内容;设备
entity_type_conflict,,结构动力学线站,,,,HEPS首期;束线;线站
entity_type_conflict,,荧光XAFS,,,,实验技术;测试方法
entity_type_conflict,,衍射效率标定,,,,实验技术;研究内容
entity_type_conflict,,通用环境谱学线站,,,,HEPS首期;束线;线站
entity_type_conflict,,高分辨纳米电子结构线站,,,,HEPS首期;束线;线站
entity_type_conflict,,高分辨谱学线站,,,,HEPS首期;束线;线站
entity_type_conflict,,高压线站,,,,HEPS首期;束线
entity_type_conflict,,高增强，gaozq@ihep.ac.cn,,,,联系人;负责人
